Airline,Source,Destination,Route,Duration,Total_Stops,Additional_Info,Price,Journey_Day,Journey_Month,Dep_Hour,Dep_Minute,Arrival_Hour,Arrival_Minute
1,0,5,15,27h 25m,1.0,8,13439,1,3,5,50,9,15
3,3,0,64,2h 35m,0.0,8,4804,1,5,20,20,22,55
1,3,0,68,20h 10m,2.0,8,11642,12,5,9,25,5,35
3,0,2,18,2h 50m,0.0,8,3419,18,6,0,25,3,15
3,3,0,94,5h 35m,2.0,8,6103,21,5,6,35,12,10
1,3,0,74,18h 20m,2.0,8,13033,9,5,7,0,1,20
4,0,5,9,7h,2.0,5,11245,18,3,8,55,15,55
4,3,0,66,5h 30m,1.0,5,10056,1,4,6,30,12,0
4,3,0,73,18h,1.0,5,10539,6,6,20,25,14,25
3,1,4,127,2h 20m,0.0,8,5277,18,3,22,5,0,25
1,3,0,73,13h 15m,1.0,8,11936,21,5,10,0,23,15
10,3,0,73,27h 20m,1.0,8,8820,6,6,17,0,20,20
4,2,1,104,21h 35m,1.0,5,12373,9,5,15,0,12,35
4,2,1,104,27h 35m,1.0,5,10262,1,6,9,0,12,35
4,4,3,48,1h 25m,0.0,5,4995,3,6,7,5,8,30
4,2,1,104,21h 55m,1.0,5,7438,27,3,21,50,19,45
3,3,0,64,2h 50m,0.0,8,4148,21,3,5,30,8,20
3,1,4,127,2h 20m,0.0,8,3597,27,5,14,45,17,5
0,3,0,73,15h 55m,1.0,8,5192,1,5,7,35,23,30
4,0,5,5,12h 20m,1.0,8,16736,6,3,8,0,20,20
6,2,1,104,8h,1.0,8,7933,1,6,13,0,21,0
1,2,1,104,11h 15m,1.0,8,8879,18,5,8,0,19,15
3,2,1,106,3h 15m,0.0,8,5000,12,5,14,25,17,40
10,3,0,73,16h 5m,1.0,8,8137,6,5,17,0,9,5
1,2,1,105,26h 20m,2.0,8,22096,9,3,16,55,19,15
8,0,5,18,2h 50m,0.0,7,4273,24,3,5,45,8,35
4,0,5,5,6h 5m,1.0,8,35185,1,3,18,40,0,45
3,3,0,60,3h 40m,1.0,8,4226,15,4,19,35,23,15
4,3,0,66,7h 55m,1.0,5,10844,1,5,8,25,16,20
3,4,3,48,1h 30m,0.0,8,2754,12,6,12,0,13,30
3,3,0,96,5h 35m,1.0,8,6301,6,6,10,30,16,5
1,3,0,67,28h 20m,2.0,8,13222,18,5,9,25,13,45
4,2,1,104,19h 5m,1.0,5,12898,21,5,17,30,12,35
1,0,5,5,13h 50m,1.0,8,12127,12,3,6,45,20,35
4,3,0,73,25h 40m,1.0,8,13067,21,5,20,25,22,5
1,3,0,78,27h 40m,2.0,8,9920,1,4,16,45,20,25
2,0,2,18,2h 55m,0.0,8,4239,1,4,7,45,10,40
4,2,1,104,21h 10m,1.0,8,14714,6,6,21,50,19,0
3,3,0,91,5h 25m,1.0,8,6218,6,5,18,5,23,30
3,1,4,127,2h 20m,0.0,8,7295,1,3,5,15,7,35
6,2,1,104,7h 40m,1.0,8,7408,9,6,3,50,11,30
4,3,0,73,8h 25m,1.0,5,13994,9,6,9,35,18,0
3,3,0,64,2h 30m,0.0,8,5224,15,5,14,25,16,55
8,4,3,48,1h 20m,0.0,8,4391,9,3,5,45,7,5
1,3,0,72,19h 25m,2.0,8,14109,18,5,10,0,5,25
8,0,2,18,2h 50m,0.0,7,4885,27,4,9,30,12,20
4,0,2,18,3h,0.0,8,8016,1,6,8,20,11,20
6,2,1,104,6h 35m,1.0,8,12524,24,6,6,0,12,35
4,2,1,104,16h 35m,1.0,5,6017,27,3,2,15,18,50
8,0,2,18,2h 55m,0.0,8,3625,1,4,21,10,0,5
1,2,1,124,38h,3.0,8,15586,9,3,5,15,19,15
1,2,1,104,11h 15m,1.0,8,7199,27,3,8,0,19,15
4,2,1,114,22h 5m,2.0,8,12273,21,3,6,20,4,25
6,2,1,104,6h 30m,1.0,8,7530,6,6,19,0,1,30
4,4,3,48,1h 30m,0.0,8,5678,21,5,19,35,21,5
1,2,1,108,20h 45m,2.0,8,11753,24,6,10,55,7,40
8,4,3,48,1h 30m,0.0,7,1965,21,5,22,45,0,15
3,2,1,104,6h 40m,1.0,8,10208,21,3,6,40,13,20
3,2,1,104,5h 5m,1.0,8,5054,21,5,20,25,1,30
3,2,1,104,7h 5m,1.0,8,14871,3,3,8,25,15,30
4,2,1,104,11h 55m,1.0,5,12373,18,5,7,5,19,0
8,4,3,48,1h 30m,0.0,8,2017,15,6,22,45,0,15
4,3,0,66,14h 50m,1.0,5,10661,24,3,13,55,4,45
6,2,1,104,8h 40m,1.0,8,9794,9,5,10,20,19,0
4,3,0,73,27h 10m,1.0,8,13067,9,5,20,25,23,35
8,1,4,127,2h 20m,0.0,8,7298,3,3,17,45,20,5
3,0,5,18,2h 55m,0.0,8,7648,3,3,10,5,13,0
1,3,0,61,9h 50m,2.0,8,10676,12,5,12,0,21,50
1,0,2,18,2h 45m,0.0,8,6961,3,6,10,0,12,45
3,2,1,104,14h 5m,1.0,8,6979,15,5,11,25,1,30
6,2,1,104,12h,1.0,8,13587,27,5,9,0,21,0
4,3,0,66,9h 30m,1.0,5,10844,24,5,14,5,23,35
3,0,2,18,2h 50m,0.0,8,3943,12,5,10,10,13,0
3,2,1,104,11h 45m,1.0,8,6838,12,6,9,15,21,0
4,2,1,104,6h,1.0,5,6542,15,4,13,0,19,0
4,2,1,104,11h 55m,1.0,5,12239,21,5,7,5,19,0
4,3,0,66,12h 10m,1.0,8,14388,12,5,16,30,4,40
3,3,0,64,2h 50m,0.0,8,4148,12,3,5,30,8,20
6,2,1,113,10h 25m,2.0,8,16840,18,5,15,5,1,30
6,2,1,111,12h 45m,1.0,8,9646,3,6,9,45,22,30
4,3,0,66,21h 5m,1.0,8,14571,9,6,21,10,18,15
3,2,1,104,9h 30m,1.0,8,7923,15,5,16,0,1,30
4,3,0,66,8h 40m,1.0,5,8586,12,5,20,0,4,40
6,2,1,111,9h 15m,1.0,8,9646,3,6,13,15,22,30
4,3,0,66,21h 55m,1.0,8,14388,18,5,14,5,12,0
4,3,0,66,23h 50m,1.0,8,13044,12,6,16,30,16,20
6,2,1,104,9h,1.0,8,10197,21,5,10,0,19,0
4,2,1,104,23h 15m,1.0,8,14714,1,6,19,45,19,0
1,2,1,104,9h 15m,1.0,8,9929,1,6,10,0,19,15
4,2,1,104,5h 35m,1.0,5,6017,21,3,22,50,4,25
8,1,4,127,2h 15m,0.0,8,3597,27,6,9,45,12,0
1,2,1,103,9h 30m,1.0,8,5704,21,3,13,30,23,0
4,2,1,104,8h 40m,1.0,8,14714,3,6,19,45,4,25
1,0,2,18,2h 45m,0.0,8,5228,12,5,10,0,12,45
4,3,0,73,25h 20m,1.0,8,11467,1,4,9,35,10,55
10,0,2,18,2h 50m,0.0,8,4668,6,6,9,45,12,35
3,0,2,18,3h,0.0,8,4591,18,4,21,15,0,15
3,0,2,18,3h,0.0,8,3943,12,5,21,15,0,15
1,0,2,18,2h 45m,0.0,8,5228,21,4,10,0,12,45
4,2,1,104,16h 35m,1.0,8,12242,27,3,2,15,18,50
1,2,1,112,26h 20m,2.0,8,11185,9,6,7,5,9,25
3,2,1,104,16h 15m,1.0,8,6573,9,4,9,15,1,30
4,3,0,66,6h 5m,1.0,8,14781,15,5,16,30,22,35
1,3,0,78,16h 10m,2.0,8,14960,12,6,16,45,8,55
3,1,4,127,2h 25m,0.0,8,4332,15,5,11,35,14,0
0,0,5,18,2h 50m,0.0,8,7652,3,3,5,50,8,40
4,3,0,73,11h 30m,1.0,8,14151,24,5,9,35,21,5
8,0,2,18,2h 50m,0.0,7,4319,12,6,9,30,12,20
4,2,1,97,23h 40m,2.0,8,10929,21,3,19,10,18,50
1,3,0,76,27h,2.0,8,11491,24,3,7,0,10,0
3,2,1,106,3h 15m,0.0,8,6015,18,4,14,20,17,35
4,3,0,73,11h 30m,1.0,8,12692,12,6,9,35,21,5
0,3,0,64,2h 30m,0.0,8,4384,9,3,22,50,1,20
3,0,2,18,2h 45m,0.0,8,3943,3,6,6,5,8,50
4,2,1,104,10h,1.0,5,12373,18,5,9,0,19,0
4,0,5,5,5h 15m,1.0,8,19225,6,3,8,0,13,15
4,2,1,104,23h 5m,1.0,5,14053,9,3,19,45,18,50
1,0,2,18,2h 50m,0.0,8,5911,12,4,13,20,16,10
6,2,1,104,12h 20m,1.0,8,10877,9,6,6,40,19,0
4,3,0,66,9h 45m,1.0,5,7757,6,6,18,55,4,40
3,2,1,111,8h 35m,1.0,8,6558,21,3,7,35,16,10
3,3,0,64,2h 45m,0.0,8,4804,21,4,9,35,12,20
4,4,3,48,1h 30m,0.0,8,5678,18,3,15,50,17,20
4,2,1,104,18h 25m,1.0,5,12373,9,5,10,0,4,25
4,0,2,18,2h 45m,0.0,5,5198,6,5,6,0,8,45
3,3,0,64,2h 30m,0.0,8,6064,1,6,14,25,16,55
4,2,1,104,6h 35m,1.0,8,15029,9,3,21,50,4,25
4,2,1,116,13h 30m,2.0,8,10909,9,4,5,30,19,0
6,2,1,104,11h 5m,1.0,8,18492,9,3,8,40,19,45
4,2,1,104,26h 10m,1.0,5,10262,24,6,2,15,4,25
4,3,0,77,5h 45m,1.0,8,8781,18,5,11,50,17,35
3,2,1,111,7h 35m,1.0,8,6442,27,5,8,35,16,10
4,4,3,45,6h 45m,1.0,8,20120,12,3,9,50,16,35
10,0,2,18,2h 45m,0.0,8,4878,27,5,19,30,22,15
4,0,5,5,12h 40m,1.0,8,16736,6,3,5,45,18,25
8,3,0,82,7h 15m,1.0,8,9630,24,5,11,15,18,30
10,3,0,73,11h 40m,1.0,8,8610,9,5,7,10,18,50
10,1,4,127,2h 15m,0.0,8,3687,27,6,7,5,9,20
10,3,0,73,12h 45m,1.0,8,8452,15,5,20,20,9,5
3,0,2,18,2h 50m,0.0,8,3943,18,5,10,30,13,20
3,4,3,48,1h 25m,0.0,8,3342,15,3,6,20,7,45
4,3,0,73,18h,1.0,8,13067,12,5,20,25,14,25
10,0,2,18,2h 45m,0.0,8,4878,6,5,19,30,22,15
4,3,0,66,12h 55m,1.0,8,14388,9,5,21,10,10,5
4,2,1,97,15h,2.0,8,16704,27,5,13,25,4,25
1,4,3,48,1h 15m,0.0,8,3100,21,5,19,30,20,45
1,0,5,7,24h 40m,3.0,8,13387,12,3,17,25,18,5
3,4,3,48,1h 30m,0.0,8,4049,9,6,9,10,10,40
4,2,1,116,13h 30m,2.0,5,13029,18,5,5,30,19,0
8,0,2,18,2h 55m,0.0,7,3919,9,4,21,10,0,5
3,1,4,127,2h 25m,0.0,8,3850,3,5,5,15,7,40
1,2,1,112,20h 10m,2.0,8,8839,24,6,13,15,9,25
4,3,0,66,12h 10m,1.0,5,7064,1,4,16,30,4,40
4,3,0,66,12h 15m,1.0,8,13941,12,5,20,0,8,15
1,3,0,75,24h 30m,3.0,8,13007,24,5,10,0,10,30
4,3,0,66,8h 30m,1.0,8,14781,18,5,14,5,22,35
4,4,3,48,1h 30m,0.0,5,2071,18,3,19,35,21,5
4,2,1,106,3h 15m,0.0,5,4256,21,6,11,0,14,15
10,0,5,18,2h 35m,0.0,8,7923,9,3,16,0,18,35
0,3,0,64,2h 30m,0.0,8,3782,15,3,22,50,1,20
4,3,0,73,13h 20m,1.0,5,12384,15,5,20,25,9,45
6,2,1,104,15h 35m,1.0,5,8565,21,3,10,0,1,35
3,2,1,104,5h,1.0,8,6232,21,3,16,0,21,0
3,0,5,18,2h 50m,0.0,8,4777,9,3,5,30,8,20
1,3,0,64,2h 35m,0.0,8,4145,1,6,20,45,23,20
0,3,0,73,12h,1.0,8,5192,15,5,22,40,10,40
1,2,1,106,2h 50m,0.0,8,4729,1,4,5,10,8,0
3,2,1,104,14h 20m,1.0,8,6093,3,6,6,40,21,0
1,3,0,66,9h 5m,1.0,8,8891,1,5,9,25,18,30
4,2,1,104,12h 25m,1.0,8,12242,27,3,16,0,4,25
4,3,0,73,25h,1.0,8,11467,1,5,17,0,18,0
4,3,0,66,12h 10m,1.0,8,14781,21,5,21,10,9,20
6,2,1,104,12h,1.0,8,10197,18,5,7,0,19,0
4,0,5,5,12h 5m,1.0,8,17261,6,3,21,25,9,30
1,2,1,121,12h 45m,1.0,8,7480,1,5,20,40,9,25
3,3,0,64,2h 35m,0.0,8,4804,21,5,15,30,18,5
8,3,0,64,2h 25m,0.0,7,4439,21,4,9,0,11,25
8,2,1,121,5h 10m,1.0,8,6065,21,3,6,10,11,20
4,3,0,66,9h 45m,1.0,5,8586,24,5,18,55,4,40
3,2,1,106,3h 5m,0.0,8,5406,18,3,14,30,17,35
4,2,1,101,10h,2.0,5,12142,6,6,18,25,4,25
4,2,1,104,10h 20m,1.0,8,14714,6,6,2,15,12,35
4,2,1,104,26h 10m,1.0,5,10262,15,6,2,15,4,25
1,0,5,28,12h 5m,1.0,8,15434,6,3,11,50,23,55
1,3,0,61,23h 10m,2.0,8,10676,18,5,12,0,11,10
3,3,0,64,2h 35m,0.0,8,4804,21,4,20,20,22,55
4,2,1,116,17h 5m,2.0,8,13014,9,6,19,30,12,35
3,0,2,18,2h 50m,0.0,8,3943,3,5,10,10,13,0
1,4,3,43,16h 30m,2.0,8,9678,6,3,5,30,22,0
4,3,0,66,11h 25m,1.0,8,14781,15,5,8,25,19,50
6,2,1,104,10h,1.0,8,10197,15,5,9,0,19,0
1,2,1,102,13h 20m,2.0,8,10861,9,5,5,55,19,15
4,3,0,66,7h 30m,1.0,5,10844,1,5,21,10,4,40
1,2,1,121,16h 5m,1.0,8,7480,21,5,17,20,9,25
3,2,1,104,8h 20m,1.0,8,5684,24,6,17,10,1,30
4,2,1,104,27h,1.0,8,14714,6,6,16,0,19,0
4,3,0,73,8h 25m,1.0,5,9314,1,4,9,35,18,0
1,3,0,64,2h 35m,0.0,8,4435,15,3,20,45,23,20
6,2,1,104,11h 30m,1.0,8,11789,27,6,7,30,19,0
8,0,2,18,2h 55m,0.0,7,3919,3,4,21,10,0,5
4,0,2,18,2h 55m,0.0,5,5198,6,4,15,15,18,10
10,3,0,73,25h 50m,1.0,8,8820,9,5,17,0,18,50
3,4,3,48,1h 30m,0.0,8,2754,6,5,12,0,13,30
10,3,0,73,27h 5m,1.0,8,8085,9,6,20,20,23,25
4,3,0,73,24h 40m,1.0,5,10539,9,6,20,25,21,5
4,3,0,73,12h 30m,1.0,8,14676,9,6,9,35,22,5
4,2,1,104,26h 10m,1.0,5,6017,27,3,2,15,4,25
4,0,2,18,3h 5m,0.0,5,4544,1,4,18,55,22,0
9,4,3,55,3h 15m,1.0,8,4140,6,3,13,5,16,20
4,0,2,18,2h 55m,0.0,8,7229,3,5,11,10,14,5
1,2,1,108,21h 15m,2.0,8,16373,9,3,22,0,19,15
1,3,0,85,17h 25m,2.0,8,10991,1,5,5,50,23,15
4,3,0,66,21h 55m,1.0,5,9663,18,5,14,5,12,0
1,0,5,17,25h 20m,1.0,4,14305,1,3,22,0,23,20
0,2,1,103,14h 25m,1.0,8,6752,15,5,16,45,7,10
4,3,0,66,16h 50m,1.0,5,8529,12,6,16,30,9,20
3,2,1,106,3h 15m,0.0,8,4729,27,3,5,35,8,50
6,2,1,104,12h 15m,1.0,8,7670,18,5,8,45,21,0
4,4,3,48,1h 30m,0.0,5,4995,3,5,10,20,11,50
4,0,2,18,3h,0.0,8,7229,1,5,8,20,11,20
3,0,2,18,2h 55m,0.0,8,4823,27,4,7,10,10,5
0,3,0,64,2h 30m,0.0,8,3782,27,3,19,35,22,5
4,2,1,104,24h 45m,1.0,5,12898,21,5,18,15,19,0
8,3,0,64,2h 20m,0.0,7,3841,24,5,22,20,0,40
6,2,1,104,8h 25m,1.0,8,9627,18,5,10,35,19,0
4,3,0,66,14h 50m,1.0,8,14571,9,6,21,10,12,0
3,3,0,64,2h 35m,0.0,8,6985,24,3,15,20,17,55
4,4,3,48,1h 25m,0.0,8,8040,21,6,7,5,8,30
3,3,0,64,2h 35m,0.0,8,4804,21,6,22,15,0,50
6,2,1,104,14h 5m,1.0,8,10678,27,6,4,55,19,0
4,3,0,66,25h 15m,1.0,8,14231,24,3,16,55,18,10
4,3,0,66,20h 20m,1.0,5,8529,12,6,20,0,16,20
1,2,1,108,8h 20m,2.0,8,11753,24,6,10,55,19,15
4,3,0,66,9h 45m,1.0,8,13374,6,6,18,55,4,40
1,4,3,48,1h 20m,0.0,8,3625,1,5,21,5,22,25
4,2,1,104,27h,1.0,8,16079,21,5,16,0,19,0
4,2,1,104,15h 40m,1.0,5,10262,27,6,20,55,12,35
4,3,0,66,5h 30m,1.0,5,9663,15,5,6,30,12,0
6,2,1,104,7h 30m,1.0,8,9595,18,5,18,0,1,30
3,3,0,64,2h 35m,0.0,8,4804,24,6,17,15,19,50
1,3,0,72,19h 25m,2.0,8,12744,9,6,10,0,5,25
1,0,2,18,2h 50m,0.0,8,6961,1,6,13,20,16,10
4,3,0,66,14h 35m,1.0,5,9663,6,5,14,5,4,40
6,2,1,104,8h 40m,1.0,8,7575,21,5,10,35,19,15
1,0,5,10,15h 25m,2.0,8,13355,3,3,19,10,10,35
1,3,0,67,28h 20m,2.0,8,12592,24,5,9,25,13,45
1,4,3,48,1h 30m,0.0,8,3625,1,6,13,55,15,25
4,2,1,104,13h 25m,1.0,5,10262,24,6,15,0,4,25
1,2,1,97,23h 30m,2.0,8,9443,21,5,19,45,19,15
1,2,1,104,10h 35m,1.0,8,18959,9,3,8,40,19,15
3,4,3,48,1h 25m,0.0,8,4784,3,3,6,20,7,45
1,3,0,73,18h 30m,1.0,8,7893,1,4,17,30,12,0
1,2,1,105,24h 50m,2.0,8,14431,27,6,6,50,7,40
5,0,5,5,5h 40m,1.0,3,79512,1,3,5,45,11,25
4,4,3,48,1h 30m,0.0,5,3210,24,5,19,35,21,5
6,2,1,104,15h,1.0,8,13677,9,3,6,0,21,0
1,2,1,121,27h 20m,1.0,8,7480,27,5,6,5,9,25
1,2,1,104,12h 40m,1.0,8,8372,24,6,19,0,7,40
4,2,1,113,23h,2.0,8,11664,27,3,5,25,4,25
1,0,2,18,2h 45m,0.0,8,6961,18,6,10,0,12,45
1,0,2,18,2h 45m,0.0,8,6121,24,4,17,0,19,45
1,0,2,18,2h 45m,0.0,8,5911,12,4,6,10,8,55
2,0,2,18,2h 50m,0.0,8,3398,6,5,11,40,14,30
6,2,1,104,6h 30m,1.0,8,7530,9,6,19,0,1,30
2,0,2,18,2h 45m,0.0,8,3419,24,5,20,55,23,40
10,0,5,18,2h 55m,0.0,8,6558,24,3,21,10,0,5
1,3,0,73,23h 55m,1.0,8,10203,9,6,20,30,20,25
4,0,5,5,25h 25m,1.0,5,11087,12,3,18,55,20,20
8,0,5,18,2h 50m,0.0,8,5575,24,3,20,30,23,20
0,2,1,103,14h 30m,1.0,8,6152,24,4,7,55,22,25
4,3,0,77,7h 15m,1.0,5,5608,9,5,10,20,17,35
4,0,5,5,22h 45m,1.0,8,17261,6,3,11,40,10,25
2,0,2,18,2h 45m,0.0,8,3419,6,5,20,55,23,40
3,2,1,104,4h 45m,1.0,8,6218,21,3,10,45,15,30
4,2,1,104,10h 20m,1.0,8,14714,3,6,2,15,12,35
6,2,1,104,7h 45m,1.0,8,14848,3,6,11,30,19,15
4,3,0,77,7h 15m,1.0,8,9358,12,5,10,20,17,35
1,3,0,66,22h 30m,1.0,8,8366,6,5,9,25,7,55
6,2,1,104,7h 45m,1.0,5,15342,6,3,11,30,19,15
4,4,3,48,1h 20m,0.0,8,5678,21,3,3,5,4,25
3,3,0,64,2h 35m,0.0,8,4804,6,5,22,15,0,50
4,3,0,66,7h 55m,1.0,8,14571,24,5,8,25,16,20
4,3,0,66,12h 20m,1.0,8,12681,1,4,8,25,20,45
4,0,5,5,13h,1.0,8,17261,6,3,21,25,10,25
10,3,0,73,17h 45m,1.0,8,9922,9,6,17,0,10,45
4,3,0,66,17h 5m,1.0,5,10844,18,5,18,55,12,0
8,0,2,18,2h 40m,0.0,8,4423,21,4,5,55,8,35
3,0,2,18,2h 45m,0.0,8,3419,24,5,1,30,4,15
4,2,1,104,5h 35m,1.0,8,14714,24,6,22,50,4,25
4,0,5,5,5h 40m,1.0,5,11087,9,3,5,45,11,25
3,2,1,104,9h 30m,1.0,8,6316,27,6,16,0,1,30
8,1,4,127,2h 15m,0.0,7,3543,27,5,9,45,12,0
4,3,0,66,17h 5m,1.0,8,14571,6,6,18,55,12,0
4,3,0,73,8h 25m,1.0,8,14676,9,6,9,35,18,0
4,0,5,5,16h 35m,1.0,8,17261,6,3,16,55,9,30
4,3,0,66,15h 10m,1.0,8,13941,15,5,8,25,23,35
1,2,1,103,26h 5m,1.0,8,13348,3,3,6,10,8,15
4,0,2,18,2h 55m,0.0,8,8016,18,6,11,10,14,5
4,2,1,104,5h 30m,1.0,5,12898,27,5,7,5,12,35
4,0,2,18,3h 5m,0.0,8,7229,9,4,18,55,22,0
8,4,3,48,1h 30m,0.0,8,2017,27,6,5,45,7,15
4,0,5,5,11h 10m,1.0,8,16736,6,3,8,0,19,10
8,3,0,64,2h 30m,0.0,8,3873,18,6,17,10,19,40
3,2,1,111,8h 10m,1.0,8,6704,9,5,14,20,22,30
4,3,0,66,24h 55m,1.0,5,10844,6,6,18,55,19,50
10,0,5,18,2h 40m,0.0,8,7450,9,3,19,40,22,20
4,0,5,5,12h 10m,1.0,8,16736,6,3,16,55,5,5
4,2,1,104,21h 35m,1.0,5,10262,15,6,15,0,12,35
1,3,0,85,34h 25m,2.0,8,10991,1,5,5,50,16,15
8,0,2,18,2h 55m,0.0,8,3311,6,6,21,10,0,5
3,2,1,104,14h 55m,1.0,8,7081,24,5,10,35,1,30
3,0,2,18,3h,0.0,8,3943,27,4,21,15,0,15
1,2,1,104,6h 15m,1.0,8,8372,21,5,13,0,19,15
1,2,1,97,23h 30m,2.0,8,11701,9,3,19,45,19,15
4,0,2,18,2h 55m,0.0,5,5769,3,6,15,15,18,10
6,2,1,113,10h 25m,2.0,8,15965,12,6,15,5,1,30
8,0,2,18,2h 50m,0.0,8,4423,12,6,9,30,12,20
4,0,5,28,4h 40m,1.0,5,6136,15,3,9,45,14,25
4,0,5,5,6h 5m,1.0,5,11087,12,3,16,55,23,0
3,1,4,127,2h 25m,0.0,8,3540,3,6,5,15,7,40
4,2,1,104,14h 25m,1.0,5,12898,21,5,14,0,4,25
3,0,2,18,2h 45m,0.0,8,4591,18,4,6,5,8,50
1,2,1,104,27h 40m,1.0,8,8635,24,3,4,0,7,40
4,2,1,104,10h,1.0,8,14714,27,6,9,0,19,0
4,3,0,73,22h 45m,1.0,8,14151,18,5,20,25,19,10
6,2,1,104,14h 20m,1.0,8,8835,1,6,4,55,19,15
1,3,0,73,15h 25m,1.0,8,11936,21,5,17,30,8,55
4,2,1,118,15h,2.0,8,13882,9,6,21,35,12,35
1,2,1,121,16h 5m,1.0,8,5117,1,4,17,20,9,25
4,0,2,18,2h 55m,0.0,5,4544,24,5,15,15,18,10
3,2,1,111,15h 40m,1.0,8,6442,15,5,6,50,22,30
3,4,3,48,1h 35m,0.0,8,2227,21,5,20,5,21,40
4,0,2,18,2h 45m,0.0,8,7229,15,4,6,0,8,45
4,2,1,104,6h,1.0,5,10262,1,6,13,0,19,0
4,0,5,5,13h 20m,1.0,8,13817,12,3,8,0,21,20
8,2,1,103,4h 55m,1.0,8,5975,21,5,17,55,22,50
3,3,0,64,2h 40m,0.0,8,4148,21,3,21,25,0,5
6,2,1,104,9h 30m,1.0,8,13587,6,6,11,30,21,0
4,4,3,48,1h 20m,0.0,5,2759,21,3,3,5,4,25
4,0,2,18,3h,0.0,8,7229,15,5,19,50,22,50
1,2,1,110,24h 35m,2.0,8,13547,9,5,7,5,7,40
8,3,0,64,2h 35m,0.0,8,3873,21,6,6,55,9,30
4,3,0,66,12h 10m,1.0,8,14388,21,5,16,30,4,40
4,3,0,66,15h 10m,1.0,8,13731,24,5,18,55,10,5
8,3,0,64,2h 40m,0.0,7,3815,27,3,6,55,9,35
4,4,3,48,1h 30m,0.0,8,5678,15,3,15,50,17,20
4,3,0,66,24h 55m,1.0,5,9663,9,5,8,25,9,20
2,3,0,59,7h 35m,1.0,8,8855,21,5,16,40,0,15
4,2,1,116,18h 45m,2.0,8,15129,9,5,9,40,4,25
4,0,5,5,6h 5m,1.0,8,13555,18,3,16,55,23,0
4,3,0,66,11h 5m,1.0,5,10844,21,5,21,10,8,15
4,0,5,5,9h 40m,1.0,5,7832,21,3,11,40,21,20
4,2,1,97,13h 30m,2.0,5,11150,27,6,23,5,12,35
10,3,0,73,14h 25m,1.0,8,8452,9,5,20,20,10,45
6,2,1,111,6h 25m,1.0,8,9646,9,6,9,45,16,10
3,0,2,18,2h 50m,0.0,8,3943,24,6,10,10,13,0
2,2,1,104,5h 55m,1.0,8,5281,12,6,7,0,12,55
1,2,1,110,14h 25m,2.0,8,14667,1,6,17,15,7,40
4,3,0,66,13h 20m,1.0,8,14571,24,5,20,0,9,20
4,0,5,2,6h 30m,1.0,3,28097,1,3,5,50,12,20
4,0,5,5,22h 35m,1.0,8,17471,6,3,20,35,19,10
4,2,1,104,11h,1.0,5,10577,12,6,8,0,19,0
6,2,1,104,7h 45m,1.0,8,14848,24,6,11,30,19,15
3,0,2,18,2h 50m,0.0,8,4591,15,4,23,30,2,20
3,1,4,127,2h 20m,0.0,8,3597,18,5,19,35,21,55
3,2,1,111,6h 20m,1.0,8,6938,27,5,16,10,22,30
0,3,0,64,2h 30m,0.0,8,3807,24,6,19,55,22,25
4,2,1,104,10h,1.0,5,10262,12,6,9,0,19,0
1,3,0,88,12h 5m,2.0,8,11432,9,5,8,20,20,25
4,0,5,18,2h 40m,0.0,8,7229,21,3,19,55,22,35
6,2,1,104,7h 45m,1.0,8,14848,21,5,11,30,19,15
4,3,0,66,17h 5m,1.0,5,8586,15,5,6,30,23,35
6,2,1,104,8h 40m,1.0,8,6106,9,4,10,35,19,15
8,3,0,64,2h 20m,0.0,8,3873,3,5,22,20,0,40
4,2,1,117,7h 20m,2.0,5,15812,15,6,11,40,19,0
4,3,0,73,18h,1.0,8,12121,24,5,20,25,14,25
4,3,0,66,13h 20m,1.0,5,8586,12,5,6,30,19,50
6,2,1,104,11h 45m,1.0,8,7354,12,6,7,30,19,15
3,3,0,64,2h 40m,0.0,8,4778,6,3,21,25,0,5
3,2,1,104,12h 30m,1.0,8,6838,9,6,8,30,21,0
6,2,1,111,12h 35m,1.0,8,10276,6,3,9,45,22,20
4,0,2,18,3h,0.0,8,8016,18,6,8,20,11,20
1,0,5,24,10h 15m,1.0,8,4943,21,3,8,15,18,30
3,0,2,18,2h 50m,0.0,8,4823,24,6,8,30,11,20
4,3,0,66,7h 55m,1.0,8,12996,1,4,8,25,16,20
1,2,1,104,10h 15m,1.0,8,9929,27,5,9,0,19,15
6,2,1,104,15h 30m,1.0,8,9508,3,6,10,0,1,30
1,2,1,106,3h 5m,0.0,8,5674,21,3,18,5,21,10
3,1,4,127,2h 25m,0.0,8,3858,18,6,11,35,14,0
3,3,0,64,2h 35m,0.0,8,4804,24,5,22,15,0,50
6,2,1,104,11h 30m,1.0,8,13377,27,5,14,0,1,30
4,2,1,104,13h 25m,1.0,5,12898,27,5,15,0,4,25
0,3,0,64,2h 35m,0.0,8,4409,1,6,10,20,12,55
0,2,1,103,14h 30m,1.0,8,8759,1,6,7,55,22,25
1,0,5,0,23h 25m,1.0,8,10394,3,3,0,30,23,55
3,1,4,127,2h 25m,0.0,8,3858,18,3,11,35,14,0
0,2,1,103,5h 30m,1.0,8,6253,15,6,7,55,13,25
4,2,1,97,17h 25m,2.0,8,15129,27,5,19,10,12,35
2,3,0,80,7h 50m,1.0,8,4773,24,3,6,35,14,25
4,3,0,66,26h 50m,1.0,5,9663,21,5,6,30,9,20
